,over_draft,credit_usage,credit_history,purpose,current_balance,Average_Credit_Balance,employment,gender,other_parties,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
488,unchecked,10,all paid,new car,1418,below_500,employed,male,none,real estate,35,none,rent,1,unskilled,1,none,no,good
489,unchecked,6,all paid,new car,3518,below_100,employed,male,guarantor,life insurance,26,none,rent,1,skilled,1,none,yes,good
490,unchecked,12,critical,radio/tv,1934,below_100,employed,male,none,no known property,26,none,own,2,skilled,1,none,yes,good
491,no,27,all paid,business,8318,below_100,employed,female,none,no known property,42,none,for free,2,self_employed,1,yes,yes,bad
492,unchecked,6,critical,radio/tv,1237,below_500,employed,female,none,life insurance,27,none,own,2,skilled,1,none,yes,good
493,no,6,all paid,radio/tv,368,no_savings,employed,male,none,life insurance,38,none,own,1,skilled,1,none,yes,good
494,no,12,critical,new car,2122,below_100,employed,male,none,real estate,39,none,rent,2,unskilled,2,none,no,good
495,no,24,all paid,furniture/equipment,2996,no_savings,employed,male,none,car,20,none,own,1,skilled,1,none,yes,bad
496,no,36,all paid,furniture/equipment,9034,below_500,unemployed,male,co applicant,no known property,29,none,rent,1,self_employed,1,yes,yes,bad
497,unchecked,24,critical,furniture/equipment,1585,below_100,employed,male,none,life insurance,40,none,own,2,skilled,1,none,yes,good
498,no,18,all paid,radio/tv,1301,below_100,employed,male,guarantor,real estate,32,none,own,1,unskilled,1,none,yes,good
499,yes,6,critical,new car,1323,below_500,employed,male,none,car,28,none,own,2,skilled,2,yes,yes,good
500,no,24,all paid,new car,3123,below_100,unemployed,female,none,life insurance,27,none,own,1,skilled,1,none,yes,bad
501,no,36,all paid,used car,5493,below_100,employed,male,none,no known property,42,none,for free,1,skilled,2,none,yes,good
502,yes,9,all paid,radio/tv,1126,below_500,employed,male,none,real estate,49,none,own,1,skilled,1,none,yes,good
503,no,24,critical,radio/tv,1216,below_500,unemployed,male,none,no known property,38,bank,own,2,skilled,2,none,yes,bad
504,no,24,all paid,new car,1207,below_100,unemployed,female,none,life insurance,24,none,rent,1,skilled,1,none,yes,bad
505,unchecked,10,all paid,new car,1309,no_savings,employed,male,guarantor,life insurance,27,none,own,1,unskilled,1,none,yes,bad
506,yes,15,critical,used car,2360,below_1000,employed,male,none,car,36,none,own,1,skilled,1,yes,yes,good
507,no,15,all paid,new car,6850,below_500,unemployed,male,none,life insurance,34,none,own,1,self_employed,2,yes,yes,bad
508,unchecked,24,all paid,radio/tv,1413,below_100,employed,male,none,life insurance,28,none,own,1,skilled,1,none,yes,good
509,unchecked,39,all paid,used car,8588,below_500,employed,male,none,car,45,none,own,1,self_employed,1,yes,yes,good
510,no,12,all paid,new car,759,below_100,employed,male,none,real estate,26,none,own,1,skilled,1,none,yes,bad
511,unchecked,36,all paid,used car,4686,below_100,employed,male,none,no known property,32,none,for free,1,self_employed,1,yes,yes,good
512,yes,15,all paid,business,2687,below_100,employed,male,none,life insurance,26,none,rent,1,skilled,1,yes,yes,good
513,no,12,delayed,radio/tv,585,below_100,employed,male,co applicant,real estate,20,none,rent,2,skilled,1,none,yes,good
514,unchecked,24,all paid,new car,2255,no_savings,unemployed,male,none,life insurance,54,none,own,1,skilled,1,none,yes,good
515,no,6,critical,new car,609,below_100,employed,female,none,life insurance,37,none,own,2,skilled,1,none,no,good
516,no,6,critical,new car,1361,below_100,unemployed,male,none,real estate,40,none,own,1,unskilled,2,none,no,good
517,unchecked,36,critical,furniture/equipment,7127,below_100,unemployed,female,none,life insurance,23,none,rent,2,skilled,1,yes,yes,bad
518,no,6,all paid,new car,1203,below_500,employed,male,none,life insurance,43,none,own,1,skilled,1,yes,yes,good
519,unchecked,6,critical,radio/tv,700,no_savings,employed,male,none,no known property,36,none,for free,2,skilled,1,none,yes,good
520,unchecked,24,critical,repairs,5507,below_100,employed,male,none,no known property,44,none,for free,2,skilled,1,none,yes,good
521,no,18,all paid,radio/tv,3190,below_100,employed,female,none,real estate,24,none,own,1,skilled,1,none,yes,bad
522,no,48,all paid,furniture/equipment,7119,below_100,employed,male,none,no known property,53,none,for free,2,skilled,2,none,yes,bad
523,unchecked,24,all paid,used car,3488,below_500,employed,female,none,car,23,none,own,1,skilled,1,none,yes,good
524,no,18,all paid,radio/tv,1113,below_100,employed,female,guarantor,real estate,26,none,own,1,unskilled,2,none,yes,good
525,no,26,all paid,used car,7966,below_100,unemployed,male,none,car,30,none,own,2,skilled,1,none,yes,good
526,unchecked,15,critical,education,1532,below_500,employed,female,none,car,31,none,own,1,skilled,1,none,yes,good
527,unchecked,4,critical,radio/tv,1503,below_100,employed,male,none,real estate,42,none,own,2,unskilled,2,none,yes,good
528,no,36,all paid,radio/tv,2302,below_100,employed,male,none,car,31,none,rent,1,skilled,1,none,yes,bad
529,no,6,all paid,new car,662,below_100,unemployed,male,none,real estate,41,none,own,1,unskilled,2,yes,yes,good
530,no,36,all paid,education,2273,below_100,employed,male,none,car,32,none,own,2,skilled,2,none,yes,good
531,no,15,all paid,new car,2631,below_500,employed,female,none,car,28,none,rent,2,skilled,1,yes,yes,bad
532,unchecked,12,delayed,used car,1503,below_100,employed,male,none,real estate,41,none,rent,1,skilled,1,none,yes,good
533,unchecked,24,all paid,radio/tv,1311,below_500,employed,male,none,life insurance,26,none,own,1,skilled,1,yes,yes,good
534,unchecked,24,all paid,radio/tv,3105,no_savings,unemployed,male,none,car,25,none,own,2,skilled,1,none,yes,good
535,yes,21,critical,education,2319,below_100,unemployed,male,none,car,33,none,rent,1,skilled,1,none,yes,bad
536,no,6,all paid,new car,1374,no_savings,unemployed,female,none,life insurance,75,none,own,1,self_employed,1,yes,yes,good
537,no,18,critical,furniture/equipment,3612,below_100,employed,female,none,life insurance,37,none,own,1,skilled,1,yes,yes,good
538,no,48,all paid,new car,7763,below_100,employed,male,none,no known property,42,bank,for free,1,self_employed,1,none,yes,bad
539,yes,18,all paid,furniture/equipment,3049,below_100,unemployed,female,none,life insurance,45,stores,own,1,unskilled,1,none,yes,good
540,no,12,all paid,radio/tv,1534,below_100,unemployed,male,none,real estate,23,none,rent,1,skilled,1,none,yes,bad
541,unchecked,24,delayed,new car,2032,below_100,employed,male,none,no known property,60,none,for free,2,skilled,1,yes,yes,good
542,no,30,all paid,furniture/equipment,6350,no_savings,employed,male,none,life insurance,31,none,own,1,skilled,1,none,yes,bad
543,yes,18,all paid,furniture/equipment,2864,below_100,employed,male,none,real estate,34,none,own,1,unskilled,2,none,yes,bad
544,unchecked,12,critical,new car,1255,below_100,employed,male,none,real estate,61,none,own,2,unskilled,1,none,yes,good
545,no,24,delayed,new car,1333,below_100,unemployed,male,none,real estate,43,none,for free,2,skilled,2,none,yes,bad
546,unchecked,24,critical,new car,2022,below_100,employed,female,none,car,37,none,own,1,skilled,1,yes,yes,good
547,unchecked,24,all paid,radio/tv,1552,below_100,employed,male,none,car,32,bank,own,1,skilled,2,none,yes,good
548,no,12,all paid,radio/tv,626,below_100,employed,female,none,real estate,24,bank,own,1,unskilled,1,none,yes,bad
549,unchecked,48,critical,used car,8858,no_savings,employed,male,none,no known property,35,none,for free,2,skilled,1,yes,yes,good
550,unchecked,12,critical,repairs,996,no_savings,employed,female,none,real estate,23,none,own,2,skilled,1,none,yes,good
551,unchecked,6,all paid,radio/tv,1750,below_1000,employed,male,none,life insurance,45,bank,own,1,unskilled,2,none,yes,good
552,no,48,all paid,radio/tv,6999,below_100,employed,male,guarantor,real estate,34,none,own,2,skilled,1,yes,yes,bad
553,no,12,critical,new car,1995,below_500,unemployed,male,none,car,27,none,own,1,skilled,1,none,yes,good
554,no,9,all paid,education,1199,below_100,employed,female,none,life insurance,67,none,own,2,self_employed,1,yes,yes,good
555,no,12,all paid,radio/tv,1331,below_100,unemployed,male,none,car,22,stores,own,1,skilled,1,none,yes,bad
556,no,18,all paid,new car,2278,below_500,unemployed,female,none,car,28,none,own,2,skilled,1,none,yes,bad
557,unchecked,21,all paid,new car,5003,no_savings,employed,female,none,life insurance,29,bank,own,2,skilled,1,yes,yes,bad
558,no,24,all paid,furniture/equipment,3552,below_100,employed,male,none,car,27,bank,own,1,skilled,1,none,yes,bad
559,no,18,critical,furniture/equipment,1928,below_100,unemployed,male,none,real estate,31,none,own,2,unskilled,1,none,yes,bad
560,no,24,all paid,used car,2964,no_savings,employed,male,none,no known property,49,bank,for free,1,skilled,2,yes,yes,good
561,no,24,all paid,radio/tv,1546,below_100,employed,male,guarantor,car,24,bank,rent,1,unskilled,1,none,yes,bad
562,yes,6,delayed,radio/tv,683,below_100,unemployed,female,none,life insurance,29,bank,own,1,skilled,1,none,yes,good
563,no,36,all paid,new car,12389,no_savings,employed,male,none,no known property,37,none,for free,1,skilled,1,yes,yes,bad
564,no,24,delayed,business,4712,no_savings,employed,male,none,life insurance,37,bank,own,2,self_employed,1,yes,yes,good
565,no,24,delayed,radio/tv,1553,below_500,employed,female,none,life insurance,23,none,rent,2,skilled,1,yes,yes,good
566,no,12,all paid,new car,1372,below_100,employed,male,none,car,36,none,own,1,skilled,1,none,yes,bad
567,unchecked,24,critical,radio/tv,2578,above_1000,employed,male,none,car,34,none,own,1,skilled,1,none,yes,good
568,no,48,all paid,radio/tv,3979,no_savings,employed,male,none,car,41,none,own,2,skilled,2,yes,yes,good
569,no,48,all paid,radio/tv,6758,below_100,employed,female,none,car,31,none,own,1,skilled,1,yes,yes,bad
570,no,24,all paid,furniture/equipment,3234,below_100,unemployed,female,none,real estate,23,none,rent,1,unskilled,1,yes,yes,bad
571,unchecked,30,critical,radio/tv,5954,below_100,employed,male,co applicant,car,38,none,own,1,skilled,1,none,yes,good
572,unchecked,24,all paid,used car,5433,no_savings,unemployed,female,none,life insurance,26,none,rent,1,self_employed,1,yes,yes,good
573,no,15,all paid,business,806,below_100,employed,female,none,life insurance,22,none,own,1,unskilled,1,none,yes,good
574,no,9,all paid,radio/tv,1082,below_100,employed,male,none,car,27,none,own,2,unskilled,1,none,yes,good
575,unchecked,15,critical,furniture/equipment,2788,below_100,employed,female,co applicant,car,24,bank,own,2,skilled,1,none,yes,good
576,no,12,all paid,radio/tv,2930,below_100,employed,female,none,real estate,27,none,own,1,skilled,1,none,yes,good
577,unchecked,24,critical,education,1927,no_savings,employed,female,none,car,33,none,own,2,skilled,1,yes,yes,good
578,no,36,critical,new car,2820,below_100,unemployed,male,none,car,27,none,own,2,skilled,1,none,yes,bad
579,unchecked,24,all paid,retraining,937,below_100,unemployed,male,none,car,27,none,own,2,unskilled,1,none,yes,good
580,no,18,critical,new car,1056,below_100,employed,male,guarantor,real estate,30,bank,own,2,skilled,1,none,yes,bad
581,no,12,critical,new car,3124,below_100,unemployed,male,none,real estate,49,bank,own,2,unskilled,2,none,yes,good
582,unchecked,9,all paid,furniture/equipment,1388,below_100,employed,female,none,real estate,26,none,rent,1,skilled,1,none,yes,good
583,no,36,all paid,repairs,2384,below_100,unemployed,male,none,no known property,33,none,rent,1,unskilled,1,none,yes,bad
584,unchecked,12,all paid,new car,2133,no_savings,employed,female,none,no known property,52,none,for free,1,self_employed,1,yes,yes,good
585,no,18,all paid,furniture/equipment,2039,below_100,employed,female,none,real estate,20,bank,rent,1,skilled,1,none,yes,bad
586,no,9,critical,new car,2799,below_100,employed,male,none,real estate,36,none,rent,2,skilled,2,none,yes,good
587,no,12,all paid,furniture/equipment,1289,below_100,employed,male,guarantor,life insurance,21,none,own,1,unskilled,1,none,yes,good
588,no,18,all paid,domestic appliance,1217,below_100,employed,male,none,real estate,47,none,own,1,unskilled,1,yes,yes,bad
589,no,12,critical,furniture/equipment,2246,below_100,employed,male,none,life insurance,60,none,own,2,skilled,1,none,yes,bad
590,no,12,critical,radio/tv,385,below_100,employed,female,none,real estate,58,none,own,4,unskilled,1,yes,yes,good
591,no,24,delayed,new car,1965,no_savings,employed,female,none,car,42,none,rent,2,skilled,1,yes,yes,good
592,unchecked,21,all paid,business,1572,above_1000,employed,female,none,real estate,36,bank,own,1,unskilled,1,none,yes,good
593,no,24,all paid,new car,2718,below_100,employed,female,none,life insurance,20,none,rent,1,unskilled,1,yes,yes,bad
594,no,24,all paid,other,1358,no_savings,employed,male,none,car,40,stores,own,1,self_employed,1,yes,yes,bad
595,no,6,all paid,new car,931,below_500,unemployed,female,none,life insurance,32,stores,own,1,unskilled,1,none,yes,bad
596,no,24,all paid,new car,1442,below_100,employed,female,none,car,23,none,rent,2,skilled,1,none,yes,bad
597,no,24,all paid,business,4241,below_100,employed,male,none,real estate,36,none,own,3,unskilled,1,yes,yes,bad
598,unchecked,18,critical,new car,2775,below_100,employed,male,none,life insurance,31,bank,own,2,skilled,1,none,yes,bad
599,unchecked,24,delayed,business,3863,below_100,employed,male,none,no known property,32,none,for free,1,skilled,1,none,yes,good
600,no,7,all paid,radio/tv,2329,below_100,unemployed,female,guarantor,real estate,45,none,own,1,skilled,1,none,yes,good
601,no,9,all paid,furniture/equipment,918,below_100,employed,female,none,life insurance,30,none,own,1,skilled,1,none,yes,bad
602,no,24,all paid,education,1837,below_100,employed,female,none,no known property,34,bank,for free,1,unskilled,1,none,yes,bad
603,unchecked,36,all paid,furniture/equipment,3349,below_100,employed,female,none,car,28,none,own,1,self_employed,1,yes,yes,bad
604,yes,10,all paid,furniture/equipment,1275,below_100,unemployed,female,none,life insurance,23,none,own,1,skilled,1,none,yes,good
605,no,24,all paid,furniture/equipment,2828,below_1000,employed,male,none,real estate,22,stores,own,1,skilled,1,yes,yes,good
606,unchecked,24,critical,business,4526,below_100,employed,male,none,real estate,74,none,own,1,self_employed,1,yes,yes,good
607,no,36,all paid,radio/tv,2671,below_500,employed,female,co applicant,no known property,50,none,for free,1,skilled,1,none,yes,bad
608,unchecked,18,all paid,radio/tv,2051,below_100,unemployed,male,none,real estate,33,none,own,1,skilled,1,none,yes,good
609,unchecked,15,all paid,used car,1300,no_savings,employed,male,none,no known property,45,bank,for free,1,skilled,2,none,yes,good
610,no,12,all paid,domestic appliance,741,below_500,unemployed,female,none,life insurance,22,none,own,1,skilled,1,none,yes,bad
611,yes,10,all paid,new car,1240,below_500,employed,female,none,no known property,48,none,for free,1,unskilled,2,none,yes,bad
612,no,21,all paid,radio/tv,3357,above_1000,unemployed,female,none,car,29,bank,own,1,skilled,1,none,yes,good
613,no,24,all paid,used car,3632,below_100,employed,female,guarantor,car,22,bank,rent,1,skilled,1,none,no,good
614,unchecked,18,delayed,furniture/equipment,1808,below_100,employed,female,none,real estate,22,none,own,1,skilled,1,none,yes,bad
615,no,48,all paid,business,12204,no_savings,employed,male,none,car,48,bank,own,1,self_employed,1,yes,yes,good
616,no,60,delayed,radio/tv,9157,no_savings,employed,male,none,no known property,27,none,for free,1,self_employed,1,none,yes,good
617,no,6,critical,new car,3676,below_100,employed,male,none,real estate,37,none,rent,3,skilled,2,none,yes,good
618,no,30,all paid,furniture/equipment,3441,below_500,employed,female,co applicant,car,21,none,rent,1,skilled,1,none,yes,bad
619,unchecked,12,all paid,new car,640,below_100,employed,male,none,real estate,49,none,own,1,unskilled,1,none,yes,good
620,no,21,critical,business,3652,below_100,employed,male,none,life insurance,27,none,own,2,skilled,1,none,yes,good
621,unchecked,18,critical,new car,1530,below_100,employed,male,none,life insurance,32,bank,own,2,skilled,1,none,yes,bad
622,unchecked,48,all paid,business,3914,no_savings,employed,male,none,real estate,38,bank,own,1,skilled,1,none,yes,bad
623,no,12,all paid,furniture/equipment,1858,below_100,unemployed,female,none,car,22,none,rent,1,skilled,1,none,yes,good
624,no,18,all paid,radio/tv,2600,below_100,employed,male,none,no known property,65,none,for free,2,skilled,1,none,yes,bad
625,unchecked,15,all paid,radio/tv,1979,no_savings,employed,male,none,car,35,none,own,1,skilled,1,none,yes,good
626,yes,6,all paid,furniture/equipment,2116,below_100,employed,male,none,real estate,41,none,own,1,skilled,1,yes,yes,good
627,no,9,all paid,new car,1437,below_500,employed,male,none,no known property,29,none,own,1,skilled,1,none,yes,bad
628,unchecked,42,critical,furniture/equipment,4042,below_1000,employed,male,none,real estate,36,none,own,2,skilled,1,yes,yes,good
629,unchecked,9,all paid,education,3832,no_savings,employed,male,none,real estate,64,none,own,1,unskilled,1,none,yes,good
630,no,24,all paid,radio/tv,3660,below_100,employed,female,none,car,28,none,own,1,skilled,1,none,yes,good
631,no,18,all paid,furniture/equipment,1553,below_100,employed,male,none,car,44,bank,own,1,skilled,1,none,yes,bad
632,no,15,all paid,radio/tv,1444,no_savings,unemployed,male,none,life insurance,23,none,own,1,skilled,1,none,yes,good
633,unchecked,9,all paid,furniture/equipment,1980,below_100,unemployed,female,co applicant,car,19,none,rent,2,skilled,1,none,yes,bad
634,no,24,all paid,new car,1355,below_100,unemployed,female,none,car,25,none,own,1,unskilled,1,yes,yes,bad
635,unchecked,12,all paid,education,1393,below_100,employed,male,none,life insurance,47,bank,own,3,skilled,2,yes,yes,good
636,unchecked,24,all paid,radio/tv,1376,below_1000,employed,female,none,car,28,none,own,1,skilled,1,none,yes,good
637,unchecked,60,delayed,radio/tv,15653,below_100,employed,male,none,car,21,none,own,2,skilled,1,yes,yes,good
638,unchecked,12,all paid,radio/tv,1493,below_100,unemployed,female,none,car,34,none,own,1,skilled,2,none,yes,good
639,no,42,delayed,radio/tv,4370,below_100,employed,male,none,life insurance,26,bank,own,2,skilled,2,yes,yes,bad
640,no,18,all paid,education,750,below_100,unemployed,female,none,real estate,27,none,own,1,unemeployed,1,none,yes,bad
641,no,15,all paid,repairs,1308,below_100,employed,male,none,car,38,none,own,2,unskilled,1,none,yes,good
642,unchecked,15,all paid,education,4623,below_500,employed,male,none,life insurance,40,none,own,1,self_employed,1,yes,yes,bad
643,unchecked,24,critical,radio/tv,1851,below_100,employed,male,guarantor,car,33,none,own,2,skilled,1,yes,yes,good
644,no,18,critical,radio/tv,1880,below_100,employed,male,none,life insurance,32,none,own,2,self_employed,1,yes,yes,good
645,unchecked,36,delayed,business,7980,no_savings,unemployed,male,none,car,27,none,rent,2,skilled,1,yes,yes,bad
646,no,30,all paid,furniture/equipment,4583,below_100,employed,male,guarantor,real estate,32,none,own,2,skilled,1,none,yes,good
647,unchecked,12,all paid,new car,1386,below_1000,employed,female,none,life insurance,26,none,own,1,skilled,1,none,yes,bad
648,yes,24,all paid,new car,947,below_100,employed,male,none,no known property,38,bank,for free,1,skilled,2,none,yes,bad
649,no,12,all paid,education,684,below_100,employed,male,none,car,40,none,rent,1,unskilled,2,none,yes,bad
650,no,48,all paid,education,7476,below_100,employed,male,none,no known property,50,none,for free,1,self_employed,1,yes,yes,good
651,no,12,all paid,furniture/equipment,1922,below_100,employed,male,none,life insurance,37,none,own,1,unskilled,1,none,yes,bad
652,no,24,all paid,new car,2303,below_100,employed,male,co applicant,real estate,45,none,own,1,skilled,1,none,yes,bad
653,no,36,delayed,new car,8086,below_500,employed,male,none,car,42,none,own,4,self_employed,1,yes,yes,bad
654,unchecked,24,critical,used car,2346,below_100,employed,male,none,car,35,none,own,2,skilled,1,yes,yes,good
655,no,14,all paid,new car,3973,below_100,unemployed,male,none,no known property,22,none,for free,1,skilled,1,none,yes,good
656,no,12,all paid,new car,888,below_100,employed,male,none,car,41,bank,own,1,unskilled,2,none,yes,bad
657,unchecked,48,all paid,radio/tv,10222,no_savings,employed,male,none,car,37,stores,own,1,skilled,1,yes,yes,good
658,no,30,all paid,business,4221,below_100,employed,female,none,car,28,none,own,2,skilled,1,none,yes,good
659,no,18,critical,furniture/equipment,6361,below_100,employed,male,none,no known property,41,none,own,1,skilled,1,yes,yes,good
660,yes,12,all paid,radio/tv,1297,below_100,employed,male,none,real estate,23,none,rent,1,skilled,1,none,yes,good
661,no,12,all paid,new car,900,no_savings,employed,male,none,car,23,none,own,1,skilled,1,none,yes,bad
662,unchecked,21,all paid,furniture/equipment,2241,below_100,employed,male,none,real estate,50,none,own,2,skilled,1,none,yes,good
663,no,6,delayed,furniture/equipment,1050,below_100,unemployed,male,none,life insurance,35,stores,own,2,self_employed,1,yes,yes,good
664,yes,6,critical,education,1047,below_100,employed,female,none,life insurance,50,none,own,1,unskilled,1,none,yes,good
665,unchecked,24,critical,other,6314,below_100,unemployed,male,co applicant,no known property,27,bank,own,2,self_employed,1,yes,yes,good
666,no,30,all paid,furniture/equipment,3496,above_1000,employed,male,none,car,34,stores,own,1,skilled,2,yes,yes,good
667,unchecked,48,all paid,business,3609,below_100,employed,female,none,real estate,27,stores,own,1,skilled,1,none,yes,good
668,no,12,critical,new car,4843,below_100,employed,male,co applicant,life insurance,43,none,rent,2,skilled,1,yes,yes,bad
669,yes,30,critical,radio/tv,3017,below_100,employed,male,none,life insurance,47,none,own,1,skilled,1,none,yes,good
670,unchecked,24,critical,business,4139,below_500,employed,male,none,life insurance,27,none,own,2,unskilled,1,yes,yes,good
671,unchecked,36,all paid,business,5742,below_500,employed,male,none,car,31,none,own,2,skilled,1,yes,yes,good
672,unchecked,60,all paid,new car,10366,below_100,employed,male,none,life insurance,42,none,own,1,self_employed,1,yes,yes,good
673,unchecked,6,critical,new car,2080,below_1000,employed,male,none,car,24,none,own,1,skilled,1,none,yes,good
674,unchecked,21,delayed,business,2580,below_1000,unemployed,male,none,real estate,41,bank,own,1,unskilled,2,none,yes,bad
675,unchecked,30,critical,radio/tv,4530,below_100,employed,female,none,car,26,none,rent,1,self_employed,1,yes,yes,good
676,unchecked,24,critical,furniture/equipment,5150,below_100,employed,male,none,car,33,none,own,1,skilled,1,yes,yes,good
677,no,72,all paid,radio/tv,5595,below_500,employed,male,none,car,24,none,own,1,skilled,1,none,yes,bad
678,no,24,all paid,radio/tv,2384,below_100,employed,male,none,real estate,64,bank,rent,1,unskilled,1,none,yes,good
679,unchecked,18,all paid,radio/tv,1453,below_100,unemployed,female,none,real estate,26,none,own,1,skilled,1,none,yes,good
680,unchecked,6,all paid,education,1538,below_100,unemployed,female,none,no known property,56,none,own,1,skilled,1,none,yes,good
681,unchecked,12,all paid,radio/tv,2279,no_savings,employed,male,none,no known property,37,none,for free,1,skilled,1,yes,yes,good
682,unchecked,15,delayed,radio/tv,1478,below_100,employed,male,none,real estate,33,bank,own,2,skilled,1,none,yes,good
683,unchecked,24,critical,radio/tv,5103,below_100,unemployed,male,none,no known property,47,none,for free,3,skilled,1,yes,yes,good
684,no,36,delayed,business,9857,below_500,employed,male,none,life insurance,31,none,own,2,unskilled,2,yes,yes,good
685,unchecked,60,all paid,new car,6527,no_savings,employed,male,none,no known property,34,none,for free,1,skilled,2,yes,yes,good
686,yes,10,critical,radio/tv,1347,no_savings,employed,male,none,life insurance,27,none,own,2,skilled,1,yes,yes,good
687,no,36,delayed,new car,2862,below_500,employed,male,none,no known property,30,none,for free,1,skilled,1,none,yes,good
688,unchecked,9,all paid,radio/tv,2753,below_500,employed,male,co applicant,car,35,none,own,1,skilled,1,yes,yes,good
689,no,12,all paid,new car,3651,above_1000,employed,male,none,life insurance,31,none,own,1,skilled,2,none,yes,good
690,no,15,critical,furniture/equipment,975,below_100,employed,male,none,life insurance,25,none,own,2,skilled,1,none,yes,good
691,no,15,all paid,repairs,2631,below_500,employed,female,none,real estate,25,none,own,1,unskilled,1,none,yes,good
692,no,24,all paid,radio/tv,2896,below_500,unemployed,male,none,car,29,none,own,1,skilled,1,none,yes,good
693,no,6,critical,new car,4716,no_savings,unemployed,male,none,real estate,44,none,own,2,unskilled,2,none,yes,good
694,unchecked,24,all paid,radio/tv,2284,below_100,employed,male,none,car,28,none,own,1,skilled,1,yes,yes,good
695,unchecked,6,all paid,used car,1236,below_1000,employed,male,none,life insurance,50,none,rent,1,skilled,1,none,yes,good
696,no,12,all paid,radio/tv,1103,below_100,employed,male,guarantor,real estate,29,none,own,2,skilled,1,none,no,good
697,unchecked,12,critical,new car,926,below_100,unemployed,female,none,life insurance,38,none,own,1,unemeployed,1,none,yes,good
698,unchecked,18,critical,radio/tv,1800,below_100,employed,male,none,car,24,none,own,2,skilled,1,none,yes,good
699,yes,15,all paid,education,1905,below_100,employed,male,none,car,40,none,rent,1,self_employed,1,yes,yes,good
700,unchecked,12,all paid,furniture/equipment,1123,below_1000,employed,female,none,car,29,none,rent,1,unskilled,1,none,yes,bad
701,no,48,critical,used car,6331,below_100,employed,male,none,no known property,46,none,for free,2,skilled,1,yes,yes,bad
702,yes,24,all paid,radio/tv,1377,below_500,employed,female,none,no known property,47,none,for free,1,skilled,1,yes,yes,good
703,no,30,delayed,business,2503,below_500,employed,male,none,life insurance,41,stores,own,2,skilled,1,none,yes,good
704,no,27,all paid,business,2528,below_100,unemployed,female,none,life insurance,32,none,own,1,skilled,2,yes,yes,good
705,unchecked,15,all paid,new car,5324,below_1000,employed,female,none,no known property,35,none,for free,1,skilled,1,none,yes,good
706,no,48,all paid,new car,6560,below_500,employed,male,none,life insurance,24,none,own,1,skilled,1,none,yes,bad
707,no,12,all paid,furniture/equipment,2969,below_100,unemployed,female,none,life insurance,25,none,rent,2,skilled,1,none,yes,bad
708,no,9,all paid,radio/tv,1206,below_100,employed,female,none,real estate,25,none,own,1,skilled,1,none,yes,good
709,no,9,all paid,radio/tv,2118,below_100,employed,male,none,real estate,37,none,own,1,unskilled,2,none,yes,good
710,unchecked,18,critical,radio/tv,629,below_1000,employed,male,none,life insurance,32,bank,own,2,self_employed,1,yes,yes,good
711,no,6,all paid,education,1198,below_100,employed,female,none,no known property,35,none,for free,1,skilled,1,none,yes,bad
712,unchecked,21,all paid,used car,2476,no_savings,employed,male,none,real estate,46,none,own,1,self_employed,1,yes,yes,good
713,no,9,critical,radio/tv,1138,below_100,employed,male,none,real estate,25,none,own,2,unskilled,1,none,yes,good
714,no,60,all paid,new car,14027,below_100,employed,male,none,no known property,27,none,own,1,self_employed,1,yes,yes,bad
715,unchecked,30,critical,used car,7596,no_savings,employed,male,none,car,63,none,own,2,skilled,1,none,yes,good
716,unchecked,30,critical,radio/tv,3077,no_savings,employed,male,none,car,40,none,own,2,skilled,2,yes,yes,good
717,unchecked,18,all paid,radio/tv,1505,below_100,employed,male,none,no known property,32,none,for free,1,self_employed,1,yes,yes,good
718,yes,24,critical,radio/tv,3148,no_savings,employed,male,none,car,31,none,own,2,skilled,1,yes,yes,good
719,no,20,all paid,used car,6148,below_500,employed,male,none,car,31,bank,own,2,skilled,1,yes,yes,good
720,yes,9,all paid,radio/tv,1337,below_100,unemployed,male,none,car,34,none,own,2,self_employed,1,yes,yes,bad
721,no,6,all paid,education,433,above_1000,unemployed,female,none,life insurance,24,bank,rent,1,skilled,2,none,yes,bad
722,no,12,all paid,new car,1228,below_100,employed,female,none,real estate,24,none,own,1,unskilled,1,none,yes,bad
723,no,9,all paid,radio/tv,790,below_1000,employed,female,none,real estate,66,none,own,1,unskilled,1,none,yes,good
724,unchecked,27,all paid,new car,2570,below_100,employed,female,none,real estate,21,none,rent,1,skilled,1,none,yes,bad
725,unchecked,6,critical,new car,250,above_1000,employed,female,none,real estate,41,bank,own,2,unskilled,1,none,yes,good
726,unchecked,15,critical,radio/tv,1316,below_1000,employed,male,none,life insurance,47,none,own,2,unskilled,1,none,yes,good
727,no,18,all paid,radio/tv,1882,below_100,employed,female,none,car,25,bank,rent,2,skilled,1,none,yes,bad
728,no,48,all paid,business,6416,below_100,employed,female,none,no known property,59,none,rent,1,skilled,1,none,yes,bad
729,yes,24,critical,business,1275,above_1000,employed,male,none,real estate,36,none,own,2,skilled,1,yes,yes,good
730,no,24,delayed,radio/tv,6403,below_100,unemployed,male,none,car,33,none,own,1,skilled,1,none,yes,good
731,no,24,all paid,radio/tv,1987,below_100,employed,male,none,real estate,21,none,rent,1,unskilled,2,none,yes,bad
732,no,8,all paid,radio/tv,760,below_100,employed,female,guarantor,real estate,44,none,own,1,unskilled,1,none,yes,good
